measurement_id,compound_id,compound_label,descriptor,smiles,smiles_source,smiles_note,source_short,source_journal,source_year,source_doi,source_title,target_raw,target_std,assay_category,assay_subtype,value_raw,unit_raw,value_std,unit_std,censor,table_ref,note,conflict_flag
138,Li2009_JMC__10,10,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",DOR/MOR,DOR/MOR,selectivity_ratio,Ki(DOR)/Ki(MOR),156,ratio,156.0,ratio,,Table 2,,
139,Li2009_JMC__10,10,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",KOR/MOR,KOR/MOR,selectivity_ratio,Ki(KOR)/Ki(MOR),16,ratio,16.0,ratio,,Table 2,,
140,Li2009_JMC__11,11,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",MOR,MOR,binding_affinity,Ki (radioligand binding),0.21±0.11,nM,0.21,nM,,Table 2,,
141,Li2009_JMC__11,11,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",DOR,DOR,binding_affinity,Ki (radioligand binding),148.20±64.80,nM,148.2,nM,,Table 2,,
142,Li2009_JMC__11,11,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",KOR,KOR,binding_affinity,Ki (radioligand binding),9.84±0.96,nM,9.84,nM,,Table 2,,
143,Li2009_JMC__11,11,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",DOR/MOR,DOR/MOR,selectivity_ratio,Ki(DOR)/Ki(MOR),693,ratio,693.0,ratio,,Table 2,,
144,Li2009_JMC__11,11,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",KOR/MOR,KOR/MOR,selectivity_ratio,Ki(KOR)/Ki(MOR),46,ratio,46.0,ratio,,Table 2,,
145,Li2009_JMC__12,12,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",MOR,MOR,binding_affinity,Ki (radioligand binding),0.11±0.03,nM,0.11,nM,,Table 2,,
146,Li2009_JMC__12,12,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",DOR,DOR,binding_affinity,Ki (radioligand binding),3.86±1.21,nM,3.86,nM,,Table 2,,
147,Li2009_JMC__12,12,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",KOR,KOR,binding_affinity,Ki (radioligand binding),5.04±1.30,nM,5.04,nM,,Table 2,,
148,Li2009_JMC__12,12,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",DOR/MOR,DOR/MOR,selectivity_ratio,Ki(DOR)/Ki(MOR),36,ratio,36.0,ratio,,Table 2,,
149,Li2009_JMC__12,12,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",KOR/MOR,KOR/MOR,selectivity_ratio,Ki(KOR)/Ki(MOR),47,ratio,47.0,ratio,,Table 2,,
150,Li2009_JMC__13,13,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",MOR,MOR,binding_affinity,Ki (radioligand binding),0.12±0.03,nM,0.12,nM,,Table 2,,
151,Li2009_JMC__13,13,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",DOR,DOR,binding_affinity,Ki (radioligand binding),32.19±1.01,nM,32.19,nM,,Table 2,,
152,Li2009_JMC__13,13,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",KOR,KOR,binding_affinity,Ki (radioligand binding),1.81±0.11,nM,1.81,nM,,Table 2,,
153,Li2009_JMC__13,13,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",DOR/MOR,DOR/MOR,selectivity_ratio,Ki(DOR)/Ki(MOR),277,ratio,277.0,ratio,,Table 2,,
154,Li2009_JMC__13,13,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",KOR/MOR,KOR/MOR,selectivity_ratio,Ki(KOR)/Ki(MOR),16,ratio,16.0,ratio,,Table 2,,
155,Li2009_JMC__14,14,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",MOR,MOR,binding_affinity,Ki (radioligand binding),0.07±0.02,nM,0.07,nM,,Table 2,,
156,Li2009_JMC__14,14,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",DOR,DOR,binding_affinity,Ki (radioligand binding),11.61±2.99,nM,11.61,nM,,Table 2,,
157,Li2009_JMC__14,14,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",KOR,KOR,binding_affinity,Ki (radioligand binding),0.57±0.20,nM,0.57,nM,,Table 2,,
158,Li2009_JMC__14,14,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",DOR/MOR,DOR/MOR,selectivity_ratio,Ki(DOR)/Ki(MOR),157,ratio,157.0,ratio,,Table 2,,
159,Li2009_JMC__14,14,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",KOR/MOR,KOR/MOR,selectivity_ratio,Ki(KOR)/Ki(MOR),8,ratio,8.0,ratio,,Table 2,,
160,Li2009_JMC__15,15,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",MOR,MOR,binding_affinity,Ki (radioligand binding),8.36±1.71,nM,8.36,nM,,Table 2,,
161,Li2009_JMC__15,15,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",DOR,DOR,binding_affinity,Ki (radioligand binding),518.32±14.06,nM,518.32,nM,,Table 2,,
162,Li2009_JMC__15,15,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",KOR,KOR,binding_affinity,Ki (radioligand binding),608.76±15.77,nM,608.76,nM,,Table 2,,
